customer_id,customer_name,segment,Recency,Frequency,Monetary,cluster,Segment
TH-21235,Tiffany House,Corporate,117,8,1022.201,1,Loyal Regular
TH-21550,Tracy Hopkins,Home Office,72,7,4234.0960000000005,1,Loyal Regular
TM-21010,Tamara Manning,Consumer,103,7,2819.026,1,Loyal Regular
TM-21490,Tony Molinari,Consumer,130,3,1094.678,2,At Risk
TN-21040,Tanja Norvell,Home Office,90,7,3130.221,1,Loyal Regular
TP-21130,Theone Pippenger,Consumer,8,9,4454.0560000000005,1,Loyal Regular
TP-21415,Tom Prescott,Consumer,104,5,5329.0048,2,At Risk
TP-21565,Tracy Poddar,Corporate,350,4,1936.64,3,New / Low Engagement
TR-21325,Toby Ritter,Consumer,193,5,675.9419999999999,2,At Risk
TS-21085,Thais Sissman,Consumer,357,2,4.833,3,New / Low Engagement
TS-21160,Theresa Swint,Corporate,504,6,2163.6240000000003,3,New / Low Engagement
TS-21205,Thomas Seio,Corporate,198,7,5371.09,1,Loyal Regular
TS-21340,Toby Swindell,Consumer,226,5,974.782,2,At Risk
TS-21370,Todd Sumrall,Corporate,36,6,11891.751,0,High Value
TS-21430,Tom Stivers,Corporate,172,5,2054.14,2,At Risk
TS-21505,Tony Sayre,Consumer,11,6,2243.274,2,At Risk
TS-21610,Troy Staebel,Consumer,55,7,2820.424,1,Loyal Regular
TS-21655,Trudy Schmidt,Consumer,238,5,3368.094,2,At Risk
TT-21070,Ted Trevino,Consumer,31,7,4915.602,1,Loyal Regular
TT-21220,Thomas Thornton,Consumer,183,8,1427.044,1,Loyal Regular
TT-21265,Tim Taslimi,Corporate,406,3,439.5,3,New / Low Engagement
TT-21460,Tonja Turnell,Home Office,12,7,5364.808,1,Loyal Regular
TW-21025,Tamara Willingham,Home Office,64,7,5278.826,1,Loyal Regular
TZ-21580,Tracy Zic,Consumer,35,4,1707.286,2,At Risk
VB-21745,Victoria Brennan,Corporate,54,6,2005.596,2,At Risk
VD-21670,Valerie Dominguez,Consumer,581,6,6442.254,3,New / Low Engagement
VF-21715,Vicky Freymann,Home Office,13,5,847.944,2,At Risk
VG-21790,Vivek Gonzalez,Consumer,154,6,846.01,2,At Risk
VG-21805,Vivek Grady,Corporate,491,4,418.432,3,New / Low Engagement
VM-21685,Valerie Mitchum,Home Office,54,7,2454.866,1,Loyal Regular
VM-21835,Vivian Mathis,Consumer,117,5,380.69,2,At Risk
VP-21730,Victor Preis,Home Office,30,3,993.902,2,At Risk
VP-21760,Victoria Pisteka,Corporate,75,7,3360.526,1,Loyal Regular
VS-21820,Vivek Sundaresam,Consumer,221,4,1055.981,2,At Risk
VT-21700,Valerie Takahito,Home Office,999,2,1736.596,3,New / Low Engagement
VW-21775,Victoria Wilson,Corporate,28,10,6134.0380000000005,1,Loyal Regular
WB-21850,William Brown,Consumer,20,10,6129.71,1,Loyal Regular
XP-21865,Xylona Preis,Consumer,43,11,2374.658,1,Loyal Regular
YC-21895,Yoseph Carroll,Corporate,4,5,5454.35,2,At Risk
YS-21880,Yana Sorensen,Corporate,9,8,6720.444,0,High Value
ZC-21910,Zuschuss Carroll,Consumer,54,13,8025.707,0,High Value
ZD-21925,Zuschuss Donatelli,Consumer,202,5,1493.944,2,At Risk
